004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
043,18620,FIAT DUNA                                                    ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          34.08
043,18621,RENAULT 18 WEBER                                             ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          24.54
043,18622,RENAULT 9 - 11 - 19 SIN AIRE                                 ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          24.54
043,18623,RENAULT 9 - 11 - 19 CON AIRE                                 ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          24.54
043,18624,RENAULT 18 SOLEX S/SALIDA                                    ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          24.54
043,18625,RENAULT 18 C/SALIDA                                          ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          24.54
043,18626,BASE FORD FIESTA - ESCORT 1.8                                ,BASE DE TERMOSTATO  ,CASTRO                                  , 21.00,         115.04
043,18627,FIAT TIPO                                                    ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          22.50
043,18628,FORD ESCORT MOTOR AUDI                                       ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          34.51
043,18629,FORD ESCORT MOTOR C.H.T.                                     ,BASE CARBURADOR     ,CASTRO                                  , 21.00,          39.88
043,18630,RENAULT 12                                                   ,COLA CAJA DE CAMBIO ,CASTRO                                  , 21.00,         115.04
043,18631,FIAT 128                                                     ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          43.46
043,18632,FIAT PALIO - SIENA NAFTA                                     ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          83.85
043,18633,BASE FIAT 128                                                ,BASE DE TERMOSTATO  ,CASTRO                                  , 21.00,          34.30
043,18634,FORD ESCORT-AUDI                                             ,SOPORTE DE MOTOR    ,CASTRO                                  , 21.00,          76.69
043,18635,FIAT UNO-DUNA MOTOR TIPO                                     ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          43.46
043,18636,MOTOR MAXION                                                 ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,         253.08
043,18637,BANCADITA ARBOL DE LEVA PEUGE- OT 405                        ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          62.63
043,18638,BANCADITA RENAULT DIESEL-R19-E XPRESS-CLIO                   ,ANTECUERPO BOM.AGUA ,CASTRO                                  , 21.00,          92.03
043,18640,AUDI 1.6/1.8 CON CARBURADOR                                  ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,          12.78
043,18641,MOTOR AUDI INYECCION                                         ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,          12.78
043,18642,AUDI NAFTA -CALEFACCION-                                     ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,           7.92
043,18643,AUDI DIESEL -CALEFACCION-                                    ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,           7.92
043,18644,3 ROSCAS FINAS IGUALES -DISTRI BUIDOR-                       ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,          12.78
043,18645,1 ROSCA FINA -DISTRIBUIDOR-                                  ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,          12.78
043,18646,1 ROSCA FINA -CALEFACCION-                                   ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,           7.92
043,18647,DIESEL CIEGO -DISTRIBUIDOR-                                  ,CONECTOR CALEFACCION,CASTRO                                  , 21.00,          12.78
043,18648,POLEA ARBOL DE MANDO VW DIESEL 1.6                           ,POLEA               ,CASTRO                                  , 21.00,          42.61
043,18649,POLEA ARBOL DE MANDO VW DIESEL 1.9                           ,POLEA               ,CASTRO                                  , 21.00,          41.41
043,18650,B/N FIAT 125                                                 ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           4.05
043,18651,B/N FIAT 600/750                                             ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.41
043,18652,B/N FIAT 128                                                 ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,          10.44
043,18653,B/N FIAT UNO TIPO                                            ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           6.60
043,18654,B/N RENAULT                                                  ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           2.77
043,18655,B/N RENAULT 18                                               ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.20
043,18656,B/N RENAULT 11                                               ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.20
043,18657,B/N PEUGEOT                                                  ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.83
043,18658,B/N DODGE 1500                                               ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.20
043,18659,B/N FORD SIERRA / PEUGEOT 405                                ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.20
043,18660,CITROEN SEPARADOR B/N                                        ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           4.26
043,18661,FORD GALAXI SEPARADOR B/N                                    ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           3.20
043,18662,CHEVROLET LUV-ISUZU 2300 C/JUN TAS                           ,SEPARA./BOMBA NAFTA ,CASTRO                                  , 21.00,           4.26
043,18701,PEDIR POR ART. 18742                                         ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          10.08
043,18702,VW SENDA-GOL MOTOR AUDI 1.8                                  ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          24.11
043,18703,VW GACEL 1.6-1.8 S/RADIADOR DE ACEITE                        ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          22.65
043,18704,VW CARAT-QUANTUM-GALAXY                                      ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          24.14
043,18705,VW GOL AB9 2.0 NAFTA S/RADIA-  DOR DE ACEITE                 ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          21.52
043,18706,VW GOL AB9 MI 1.6-1.8 MULTIPUN -TO                           ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          22.88
043,18707,VW SENDA DIESEL-GOL GTI 91/94x                               ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          19.68
043,18708,VW QUANTUM                                                   ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          24.60
043,18709,VW GOL AB9 1.6 DIESEL ADAPTAB- LE A GALAXY INYECCION         ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          19.68
043,18742,FIAT 128                                                     ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          10.08
043,18743,FIAT DUNA - 147 DIESEL 1.3 CC                                ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          13.40
043,18744,FIAT MOTOR TIPO 1.4 CC                                       ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          14.02
043,18745,FIAT MOTOR TIPO 1.6 CC                                       ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          15.47
043,18746,FIAT SUPER EUROPA 1.5 CC                                     ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          10.54
043,18747,FIAT SUPER EUROPA 1.3 CC                                     ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,           9.61
043,18748,FIAT DUNA DIESEL 1.7 NAC.D/95                                ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          22.16
043,18749,FIAT DUNA DIESEL 1.7 NAC. H/95                               ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          22.16
043,18750,FIAT PALIO - SIENA TD                                        ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          19.22
043,18751,FIAT DUNA DIESEL 1.7 IMP. D/94                               ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          21.64
043,18752,FIAT DUNA DIESEL 1.7 IMP. H/94                               ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          21.69
043,18753,FIAT FIORINO                                                 ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          21.69
043,18754,FIAT UNO 70 S TURBO INYEC. 1.6                               ,CAxO BOMBA DE AGUA  ,CASTRO                                  , 21.00,          13.83
